cast_popularity,major,actor_2_name,us,vote_average,actor_1_name,revenue,budget_binned,vote_count_binned,director_name,vote_average_binned,revenue_binned,macro_genre,vote_count,budget,actor_3_name,genres,title,original_language,cast_popularity_binned
16.895216999999995,1,Stephen Boyd,1,6.0,Sophia Loren,4750000,avg,bad,Anthony Mann,ok,low,drama,33,19000000,Alec Guinness,Drama|History,The Fall of the Roman Empire,en,"(-0.176, 58.674]"
40.153823,0,Anna Faris,1,6.2,Topher Grace,6928068,avg,ok,Michael Dowse,ok,low,light,208,19000000,Dan Fogler,Comedy|Drama|Romance,Take Me Home Tonight,en,"(-0.176, 58.674]"
6.459607000000002,1,Damian Woetzel,1,5.6,Darci Kistler,2119994,avg,bad,Emile Ardolino,ok,low,light,5,19000000,Bart Robinson Cook,Family|Fantasy|Music,The Nutcracker,en,"(-0.176, 58.674]"
29.355051,0,Melissa George,1,6.0,Ryan Reynolds,108047131,avg,ok,Andrew Douglas,ok,avg,dark,588,19000000,Jesse James,Horror|Thriller|Drama,The Amityville Horror,en,"(-0.176, 58.674]"
45.66504700000001,0,Meryl Streep,1,7.3,Nicolas Cage,32801173,avg,ok,Spike Jonze,great,avg,drama,638,19000000,Chris Cooper,Comedy|Crime|Drama,Adaptation.,en,"(-0.176, 58.674]"
35.06846600000001,1,John Leguizamo,1,6.0,Simon Baker,46770602,avg,ok,George A. Romero,ok,avg,dark,381,15000000,Dennis Hopper,Horror,Land of the Dead,en,"(-0.176, 58.674]"
49.580172000000005,1,Benicio del Toro,1,7.2,Johnny Depp,10680275,avg,great,Terry Gilliam,great,avg,drama,1301,18500000,Tobey Maguire,Adventure|Drama|Comedy,Fear and Loathing in Las Vegas,en,"(-0.176, 58.674]"
42.503469,1,Jennifer Garner,1,6.0,Ricky Gervais,31912793,avg,ok,Ricky Gervais,ok,avg,light,518,18500000,Jonah Hill,Comedy|Romance|Fantasy,The Invention of Lying,en,"(-0.176, 58.674]"
46.036219,1,Zac Efron,1,6.2,Seth Rogen,268157400,avg,great,Nicholas Stoller,ok,high,light,2713,18000000,Rose Byrne,Comedy,Neighbors,en,"(-0.176, 58.674]"
17.47335,0,Cameron Diaz,1,6.6,Jim Carrey,351583407,avg,great,Chuck Russell,ok,high,light,2472,23000000,Nancy Fish,Romance|Comedy|Crime|Fantasy,The Mask,en,"(-0.176, 58.674]"
17.377754999999997,0,Elizabeth Perkins,1,6.9,Tom Hanks,151668774,avg,ok,Penny Marshall,ok,avg,light,993,18000000,Robert Loggia,Fantasy|Drama|Comedy|Romance|Family,Big,en,"(-0.176, 58.674]"
5.336817,0,Ken Davitian,1,6.5,Sacha Baron Cohen,261572744,avg,great,Larry Charles,ok,high,light,1579,18000000,Luenell,Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,en,"(-0.176, 58.674]"
24.854501000000003,0,Luke Wilson,1,6.1,Reese Witherspoon,141774679,avg,ok,Robert Luketic,ok,avg,light,882,18000000,Selma Blair,Comedy,Legally Blonde,en,"(-0.176, 58.674]"
24.08904300000001,1,Leonard Nimoy,1,6.4,William Shatner,87000000,avg,ok,Leonard Nimoy,ok,avg,action,434,18000000,DeForest Kelley,Science Fiction|Action|Adventure|Thriller,Star Trek III: The Search for Spock,en,"(-0.176, 58.674]"
19.390688,0,Tom Wilkinson,1,6.3,Laura Linney,144216468,avg,ok,Scott Derrickson,ok,avg,dark,659,19000000,Campbell Scott,Crime|Drama|Horror|Thriller,The Exorcism of Emily Rose,en,"(-0.176, 58.674]"
18.304866,0,William Forsythe,1,5.5,Rob Schneider,65535067,avg,ok,Mike Mitchell,ok,avg,light,308,17000000,Eddie Griffin,Comedy,Deuce Bigalow: Male Gigolo,en,"(-0.176, 58.674]"
19.390247000000006,0,Chad Michael Murray,1,3.7,Nicolas Cage,19682924,avg,ok,Vic Armstrong,bad,avg,action,392,16000000,Lea Thompson,Thriller|Action|Science Fiction,Left Behind,en,"(-0.176, 58.674]"
19.313311000000002,0,Cedric the Entertainer,1,5.6,Ice Cube,65070412,avg,bad,Kevin Rodney Sullivan,ok,avg,drama,74,18000000,Sean Patrick Thomas,Comedy|Drama,Barbershop 2:  Back in Business,en,"(-0.176, 58.674]"
17.678776000000003,1,Tony Cox,1,6.5,Billy Bob Thornton,76488889,avg,ok,Terry Zwigoff,ok,avg,drama,656,23000000,Brett Kelly,Drama|Comedy|Crime,Bad Santa,en,"(-0.176, 58.674]"
35.947355,0,Elizabeth Hurley,1,6.5,Mike Myers,67683989,avg,ok,Jay Roach,ok,avg,dark,1013,16500000,Michael York,Science Fiction|Comedy|Crime,Austin Powers: International Man of Mystery,en,"(-0.176, 58.674]"
